,0,1467810369,Mon Apr 06 22:19:45 PDT 2009,NO_QUERY,_TheSpecialOne_,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
665921,0,2245098865,Fri Jun 19 15:39:14 PDT 2009,NO_QUERY,pipsteret,"@LizLemonhead Give me the link of that lullaby maybe it will soothe me, too Lizzy... "
612740,0,2225088020,Thu Jun 18 10:17:44 PDT 2009,NO_QUERY,fernandatl,@dougiemcfly new moon it's sooo sad 
9179,0,1548640581,Fri Apr 17 21:31:52 PDT 2009,NO_QUERY,brittanygill7,"Icing all my aches and pains, getting back in shape is not easy...I always think I'm there, then push myself too hard and get hurt "
795623,0,2327431802,Thu Jun 25 08:20:20 PDT 2009,NO_QUERY,llexidoodle16,headed to the pool with amanda...enjoying my day off because i don't have another one till next thursday 
1284363,4,2002034150,Tue Jun 02 02:55:22 PDT 2009,NO_QUERY,whereislena,"@dliptak @redshoeartist We're speaking Russian tomorrow  So put on your Dr. Zhivago boots on and join us, да?"
197460,0,1971005913,Sat May 30 05:56:15 PDT 2009,NO_QUERY,Nelia23,"@kitsunechie Actualy, its 6:24pm here. Sat is almost gona be over  LOL u gonna work tom' as well??"
411932,0,2060228755,Sat Jun 06 18:30:26 PDT 2009,NO_QUERY,xoxstina,My ugly ID card. Eewwww much?  that will be my picutre for 4 years.  http://yfrog.com/2nkabj
805278,4,1468640309,Tue Apr 07 02:53:51 PDT 2009,NO_QUERY,liblogger,@Pinkduffer Awesome 
311369,0,2001290958,Tue Jun 02 00:24:47 PDT 2009,NO_QUERY,kyeixhin,I sat at the kopi tiam for two hours for my story. 
682248,0,2249948491,Fri Jun 19 23:21:28 PDT 2009,NO_QUERY,jpowlessx2,"@kkblaze two more?  so sorry  have they scheduled the surgery yet? if you wanna talk, i can be around this weekend. thinking of you."
784066,0,2324067614,Thu Jun 25 02:12:04 PDT 2009,NO_QUERY,Rannelee,@darthchavie so disappointing noh 
78231,0,1751247786,Sat May 09 19:00:29 PDT 2009,NO_QUERY,MadelineRhodes,@LalaLopez i'm sorry  karma will take care of them
1244292,4,1994782525,Mon Jun 01 12:27:05 PDT 2009,NO_QUERY,skie,"I'm not trying to be debbie downer, but I think a healthy bit of skepticism is... erm... healthy! "
792303,0,2326240142,Thu Jun 25 06:45:30 PDT 2009,NO_QUERY,charitydash,i deeeeeeeeefinately have pink eye 
927356,4,1759162308,Sun May 10 18:36:02 PDT 2009,NO_QUERY,Bleyley,JP makes me smile  - hes sweeeet !
220307,0,1976595500,Sat May 30 18:32:18 PDT 2009,NO_QUERY,KLoeff,@asib2001 I'm sorry twin 
697209,0,2253751221,Sat Jun 20 08:41:02 PDT 2009,NO_QUERY,Chad_Lad,@treborlady this is a sad day... i have hundreds of pairs...  lol how are you?
399978,0,2057294284,Sat Jun 06 12:44:04 PDT 2009,NO_QUERY,hazelwilson,ill-ish 
366680,0,2048924020,Fri Jun 05 16:00:08 PDT 2009,NO_QUERY,Miiiiich,Off to Red Robin for council bonding. I'm sad I didn't get to sign Mary Ann's yearbook  Doubling up on the tumblr!
934889,4,1792591142,Wed May 13 23:36:21 PDT 2009,NO_QUERY,_spell,"@princessofweird Don't worry, you spelt 'bushel' correctly! It just looks wrong "
512371,0,2190125533,Tue Jun 16 01:50:27 PDT 2009,NO_QUERY,Sarahpmariner,is gutted she has to work in this lovely weather 
1449732,4,2062866816,Sun Jun 07 00:33:55 PDT 2009,NO_QUERY,NKOTBahamas2009,ok i give up on the chat thing too... let me go check out the breakfast club wear by ddub 
1149199,4,1978309510,Sat May 30 22:59:21 PDT 2009,NO_QUERY,JIDamaliKai,"@joaquinuy  Mongrel is the canadian distributor, and it's coming out on dvd next week in canada already in cinemas.  saw it many times "
679563,0,2249263954,Fri Jun 19 22:00:45 PDT 2009,NO_QUERY,PrinceYoung416,just finish bowling. umm im not gonna say nothing about it. Just note that i need more practice 
306557,0,2000269276,Mon Jun 01 21:45:21 PDT 2009,NO_QUERY,YourFutureBF,"(watching some tv show with a scene in a carnival..) Come To Think Of It, Carnivals Are Creepy! Especially The House Of Mirrors At Night! "
192998,0,1969978805,Sat May 30 01:58:05 PDT 2009,NO_QUERY,terangipai,OMFG!!! OH NOE IZZY IS LEAVING GREAYS ANATOMY NOOO! NO! NOOOO! WAT AM I GONNA DO NOW? THE SHOW WILL CHANGE  NOO!!!
1468442,4,2064753580,Sun Jun 07 07:05:17 PDT 2009,NO_QUERY,LaniThinksSo,Sister returns from Alaska today. She's back but I'm still... jealous 
431713,0,2064599415,Sun Jun 07 06:42:04 PDT 2009,NO_QUERY,WeShotTheKaytee,"@missLDN I was gonna say to take me with to get one on friday but  nope, I gotta work.  like wtf?"
1104192,4,1971133468,Sat May 30 06:18:30 PDT 2009,NO_QUERY,a_jungherr,@SavvyPriya Thx for the kind words  Your research seems interesting too. To be honest I think Twitter is a subchapter in the whole ...
1298843,4,2005502005,Tue Jun 02 09:47:17 PDT 2009,NO_QUERY,baby_flapjack,"@joanl yo! grannie! check me out! this is fun. I've no idea how it got here, but I'm glad I get to tweet. see you soon "
936148,4,1792936306,Thu May 14 00:45:52 PDT 2009,NO_QUERY,dream_thedream,"@CafeGratitude - Music. That is the greatest of all inspirations. Currently, @jason_mraz and @tprettyman, in particular.  &lt;3"
1212964,4,1989305586,Mon Jun 01 01:03:37 PDT 2009,NO_QUERY,lauralovesart,@secretsushi yeah...share your message is good 
628747,0,2231405737,Thu Jun 18 18:30:08 PDT 2009,NO_QUERY,spaaluhi,"Just when I thought it was all over and there would be no more  but wait, UNSEEN footage of the RHONJ dinner drama!!!"
498937,0,2186365450,Mon Jun 15 18:44:08 PDT 2009,NO_QUERY,JoniChelle,@AfricanoBOi Aww! Thats fucked up! I know how it feels though  Christmases and Birthdays flew by w/o him involved!
379876,0,2052440742,Sat Jun 06 00:44:22 PDT 2009,NO_QUERY,zlatti,"Yvette, I'm sorry I don't know how to deletew it "
1013147,4,1881284894,Fri May 22 04:12:05 PDT 2009,NO_QUERY,MorningstarRock,@soulboykirk Did I say on top? I shouldn't type this early in the morning.  I meant at the beginning.
1088682,4,1969624652,Sat May 30 00:39:04 PDT 2009,NO_QUERY,MrBenzedrine,http://twitpic.com/68syj - Adam's takeoff was a little.... Off 
650272,0,2237521500,Fri Jun 19 05:56:29 PDT 2009,NO_QUERY,shawnhope,@erinmaslovar im sorry the sky lied to you maam. 
1133992,4,1976260076,Sat May 30 16:56:21 PDT 2009,NO_QUERY,jacuck,Oh..laundry too..hopefully finish it by tonight..and tomorrow vaccum and cleaning bath rooms etc...one at a time 
296961,0,1997266254,Mon Jun 01 16:32:48 PDT 2009,NO_QUERY,cheyes,left my phone at home 
425839,0,2063408276,Sun Jun 07 02:32:18 PDT 2009,NO_QUERY,roobottom,Up too late for church again. 
923091,4,1754600159,Sun May 10 06:48:37 PDT 2009,NO_QUERY,alefifer,yup that worked. my names are back in flock. yea!  Not what are you all up to? hmmmm...
289257,0,1994913007,Mon Jun 01 12:39:20 PDT 2009,NO_QUERY,frankie_915,Damn no truck for a week 
575136,0,2210910725,Wed Jun 17 12:10:51 PDT 2009,NO_QUERY,lovesgreyboy,nope i lie  cant even do anything with my phone now ffs :S and gettin picked up in 40 mins :S AHHHHHHHH
1229131,4,1991312049,Mon Jun 01 06:48:29 PDT 2009,NO_QUERY,deniseroque,I &lt;3 Katy Perry and Hayley Williams 
890119,4,1687935807,Sun May 03 09:57:09 PDT 2009,NO_QUERY,spencerkate,leftover chinese and cheese bread makes a yummy lunch 
1249167,4,1996022833,Mon Jun 01 14:24:50 PDT 2009,NO_QUERY,LanceChick,@johanbruyneel @eki_ekimov @chef_duffy Glad to hear you got home safely.  Thanks for all your Giro tweets!  
449659,0,2069302175,Sun Jun 07 15:37:44 PDT 2009,NO_QUERY,Pinklilycat,"Really, what on earth is wrong with people?! This is just terrible and frightening  http://bit.ly/CMyCD"
1197092,4,1984916152,Sun May 31 16:03:43 PDT 2009,NO_QUERY,_magic8ball,"@arikasato As I see it, yes "
604666,0,2222016547,Thu Jun 18 06:22:08 PDT 2009,NO_QUERY,beckyhope,@lifesabeach27 oo right yea same just finished watching neighbours lol did you watch it??? n oo cool yea i've got physics gcse 2moz 
1517483,4,2175843060,Mon Jun 15 02:09:32 PDT 2009,NO_QUERY,RebeccaBrunner,@JonasAustralia Lovedd it  my bestie came to watch it with me 
1572541,4,2188943982,Mon Jun 15 22:53:57 PDT 2009,NO_QUERY,MerariSabati,Love the smell of rain 
1460847,4,2063880946,Sun Jun 07 04:26:23 PDT 2009,NO_QUERY,chrisavg,@mikmk haha sure  thats really ausgefuchst  ^^
746019,0,2282709017,Mon Jun 22 11:42:34 PDT 2009,NO_QUERY,tacimarquesrc,cof cof  rs
804690,4,1468556137,Tue Apr 07 02:23:36 PDT 2009,NO_QUERY,paulmerrison,"@spanx Happy Birthday, eat something good "
656690,0,2240604249,Fri Jun 19 09:56:45 PDT 2009,NO_QUERY,smelby, we should be getting ready for another show like we were this time last fri 
150730,0,1932341411,Tue May 26 21:16:34 PDT 2009,NO_QUERY,elweber05,Stupid thing wont let me put a pic up! 
1005130,4,1880483772,Fri May 22 01:24:22 PDT 2009,NO_QUERY,BambiLovedoll,@Andre_M_photog seems like you can bring everyrhing  we can get in 14:00
1488224,4,2068456663,Sun Jun 07 14:06:39 PDT 2009,NO_QUERY,snedwan,"@BrianLimond That's your apprentice prediction up the spout! (via @Nichster) - I was right though, Limmy knows fuck all "
597658,0,2219325526,Thu Jun 18 00:17:05 PDT 2009,NO_QUERY,bittersweet_K,and I heard Nick is pretending to charge us for his website?...pity  i have no money but i know i'll end up paying...ha!
994041,4,1835487215,Mon May 18 06:06:13 PDT 2009,NO_QUERY,venileean,i see bright lights. i feel happy and at peace. 
969684,4,1827970043,Sun May 17 11:49:30 PDT 2009,NO_QUERY,carmends1,@Realhughjackman Yay!! You're back 
241207,0,1981044111,Sun May 31 08:17:11 PDT 2009,NO_QUERY,isabelamaria,@amandaazevedo WHERE'D YOU GO???? I MISS YOU SO 
926933,4,1755841382,Sun May 10 10:09:29 PDT 2009,NO_QUERY,JackInChicago,"Happy Sunday &amp; Mothers Day to all the Mom's out there!!  Hope you have a wonderful day!! Yes, it really is me! LOL!"
182283,0,1967101507,Fri May 29 18:58:40 PDT 2009,NO_QUERY,AlexiHusky,They should call the iPhone iAdvertise. Since every app has admob in it  using up bandwidth to advertise to me about stuff I'll never want
909192,4,1751139811,Sat May 09 18:45:28 PDT 2009,NO_QUERY,xo_bubblewrap,sorry for taking over twitter with my i-can't-sleepness 
1505917,4,2072478475,Sun Jun 07 21:06:12 PDT 2009,NO_QUERY,syukor,New artikel dah siap  time to ready books now...
138650,0,1880608734,Fri May 22 01:51:08 PDT 2009,NO_QUERY,hinjowarwi,No Iron Maiden Flight 666 DVD in the post today  Will have to wait til Tuesday now as got it posted to work!!!! Plop!!!
1220782,4,1990089448,Mon Jun 01 03:50:42 PDT 2009,NO_QUERY,sophieholly,@EmilyMarieox hahahaha bless you! they look amazing don't they  and jacob looks mighty hot! haha i still hate him in that book though xx
1368309,4,2050581939,Fri Jun 05 18:55:51 PDT 2009,NO_QUERY,ilovemelody,"@TeddyGiling awwwww hey! and yeah, new moon is going to be amazing "
1004848,4,1880457699,Fri May 22 01:18:43 PDT 2009,NO_QUERY,dtsn,"@chris_alexander congrats on your huddle mobile app, it looks good "
1551108,4,2183931842,Mon Jun 15 15:10:57 PDT 2009,NO_QUERY,acomicbookgirl,@gardnerisgod I highly recommend Tweetie. Worth it. 
965703,4,1827632932,Sun May 17 11:07:17 PDT 2009,NO_QUERY,AlexandraMcFLY,Special thx to @She_Mona  Bye I'm off twits! X
528112,0,2194946936,Tue Jun 16 10:28:24 PDT 2009,NO_QUERY,teagirl79,@ashgant I'm sorry!  you looked put of it at lunch...boo on being sick!
574777,0,2210615321,Wed Jun 17 11:48:18 PDT 2009,NO_QUERY,alcomum,stuffed.  eaten way too much pizza.  oh to be a happy fat person    #tweetni
1063768,4,1964544510,Fri May 29 14:24:23 PDT 2009,NO_QUERY,Melmi14,in columbia for good. 8032696768 
413818,0,2060676079,Sat Jun 06 19:21:39 PDT 2009,NO_QUERY,buffywoo,@thisisbree awwww 
21641,0,1557321586,Sun Apr 19 03:23:06 PDT 2009,NO_QUERY,giclee,@ChessWhiz your top 4 chess openings link brings me to a &quot;makeup workshop&quot;? Maybe that's what's wrong with my chess game; too ugly 
421456,0,2062424824,Sat Jun 06 23:11:40 PDT 2009,NO_QUERY,Michaelcopon,just got home from the game and it feels like someone took a hammer and slapped the hell out of me!!  hahah oh well good game though
1294695,4,2003555289,Tue Jun 02 06:44:46 PDT 2009,NO_QUERY,Jpoldek,5days til Miami...1 week til my 21st    but now its time for work!
1361781,4,2049184077,Fri Jun 05 16:26:29 PDT 2009,NO_QUERY,paaalomi,"@kristenstewart9 http://twitpic.com/6dty8 - wow you have such an amazing eyes, i love u "
1240066,4,1993703856,Mon Jun 01 10:48:02 PDT 2009,NO_QUERY,thetiniestspark,Anyone else want to see Paris 36 tonight @filmstreams with @nerdytwerd and me? It's at 6:45 and free for students. 
898267,4,1693559376,Sun May 03 22:57:13 PDT 2009,NO_QUERY,xerinfnstein,"@xamylouise (: I do it. :p Anyways, I'm fat and therefore don't have to.  Awh~ &lt;3"
1280425,4,2001635204,Tue Jun 02 01:32:46 PDT 2009,NO_QUERY,Nik_263_x,@RaraACTIVE http://bit.ly/b012j  there you go my dear 
928110,4,1759465056,Sun May 10 19:16:16 PDT 2009,NO_QUERY,mel_rocks,"@bobbyedner OMG, my heart just stopped lol. It's BOBBY! "
775233,0,2321777918,Wed Jun 24 21:33:13 PDT 2009,NO_QUERY,selenamarie,@gorthx just saw your flood tweets. lame. 
1539759,4,2180226265,Mon Jun 15 10:10:48 PDT 2009,NO_QUERY,iFeelLessAlone,@vprincess i like it 
635795,0,2233729947,Thu Jun 18 21:48:32 PDT 2009,NO_QUERY,BrittFarris,Oh nooooooooo... I think I'm getting sick! 
784488,0,2324182471,Thu Jun 25 02:30:11 PDT 2009,NO_QUERY,naeem_coza,http://bit.ly/xU1To  Boston Big Picture on Za - so much for being a rainbow nation 
1357765,4,2048072131,Fri Jun 05 14:37:10 PDT 2009,NO_QUERY,Vixyfairy,@TheEllenShow making ppl cry can be fun  lol x
1274723,4,2001007184,Mon Jun 01 23:34:18 PDT 2009,NO_QUERY,dirtmiggurt,Night in with good company 
1500944,4,2071284251,Sun Jun 07 19:08:34 PDT 2009,NO_QUERY,sunnydeefan3,@Bball4life Good choice 
962407,4,1827356057,Sun May 17 10:32:17 PDT 2009,NO_QUERY,rami22,@umurtu mom cooking for sure 
856558,4,1573769961,Tue Apr 21 02:46:27 PDT 2009,NO_QUERY,nutcoiso,"@creepycruelme bom dia, Mon!  A different approach on our daily exchange? *"
60502,0,1686423865,Sun May 03 05:22:17 PDT 2009,NO_QUERY,NewKids09,is sad. My sons have no respect for me. I feel like I have failed. They see how their dad treats me and they think thats normal 
837124,4,1558676973,Sun Apr 19 09:05:04 PDT 2009,NO_QUERY,Sabrinieee,in montrea doing some much needed ocean swimming  SURFS UP
62828,0,1687273373,Sun May 03 08:15:03 PDT 2009,NO_QUERY,elle4loser,why must my new favourite character die in Harper's Island?  And by accidentally shooting himself too.wth.
746103,0,2282737631,Mon Jun 22 11:44:45 PDT 2009,NO_QUERY,Rakazan,"doesn't have anyone to date right now, and that makes me sad.  "
1474814,4,2065791289,Sun Jun 07 09:17:49 PDT 2009,NO_QUERY,jmiguelopes,@EMagguie Ganhou.. He´s the best 
186197,0,1968242082,Fri May 29 21:02:35 PDT 2009,NO_QUERY,darealbre,"boo lakers won oo well i guess none of my picks are gonna win the playoffs 1st the HAWKS,then the CELTICS, and now the NUGGETS  sad day"
1331175,4,2015954231,Wed Jun 03 05:52:39 PDT 2009,NO_QUERY,juliegr,@skeeter226 love that face 
653926,0,2239182888,Fri Jun 19 08:13:50 PDT 2009,NO_QUERY,ChristineNieves,Enjoying the last day of vacation...back to work on Monday ugh 
1075412,4,1967175082,Fri May 29 19:06:26 PDT 2009,NO_QUERY,matto,"@ravenvol I'd blame twitter on that one. It isn't greatly helpful with its tips sometimes. Anyway, good to see you! "
1364587,4,2049782186,Fri Jun 05 17:29:27 PDT 2009,NO_QUERY,twitSEXYgrind,*SPECIAL DELIVERY FOR* @bxbangga We were sent by @yasexy she wants to give you a sexy grind 
432933,0,2064854455,Sun Jun 07 07:19:57 PDT 2009,NO_QUERY,cardiffblogger,"@amcunningham Darn. I have to make lunch now, lost the bet "
733283,0,2264279857,Sun Jun 21 03:21:21 PDT 2009,NO_QUERY,S0nicbob,@pampers197 Me too - Have to wait until next week again 
1008191,4,1880774275,Fri May 22 02:27:25 PDT 2009,NO_QUERY,taliadiblasio,Happy Friday you twitters- the long weekend here we come!!!  
120973,0,1833401690,Sun May 17 23:10:20 PDT 2009,NO_QUERY,faeristar,@velvetella hun x so sorry didn't send diet plan  was up working past 2 then fell asleep on sofa I will do it at some point today x x
216339,0,1975685417,Sat May 30 15:40:56 PDT 2009,NO_QUERY,davidlafuente,"think that re distribute panels for the SPECIAL FORCES trade was a very bad call, Kyle "
841303,4,1562362519,Sun Apr 19 19:48:16 PDT 2009,NO_QUERY,awesomtastic,Off work and time to work on my essay 
1251144,4,1996440874,Mon Jun 01 15:05:18 PDT 2009,NO_QUERY,theglamlife,@delbius Not at you personally of course! ...but why NO HELP from twitter? I know its a free thing. BUT I WOULD HAVE PAID for HELP. 
1312389,4,2013631257,Tue Jun 02 23:09:33 PDT 2009,NO_QUERY,ariharding,Good Morning! Today I plan to get some extra sleep in  but I'll still keep you posted on all things football . ~Cheers 
1114467,4,1972774937,Sat May 30 09:51:47 PDT 2009,NO_QUERY,RikRay,"@katiebeth Ohhhhh, that should go all weekend! Maybe I can make it tomorrow  I wanted to climb though, but I haven't been to one in awhile"
293996,0,1996475316,Mon Jun 01 15:08:48 PDT 2009,NO_QUERY,jaisa21,im still losing followers 
18651,0,1556658001,Sat Apr 18 23:45:16 PDT 2009,NO_QUERY,HimynameisED,I wish i had verizon...i want that new blackberry click phone. 
1235062,4,1992519467,Mon Jun 01 08:53:08 PDT 2009,NO_QUERY,pink1320,goooo day 
1067407,4,1965485772,Fri May 29 16:00:20 PDT 2009,NO_QUERY,Ecbauer,Just found out Im working at WOODWARD skate camp this summer! 
1002826,4,1880254993,Fri May 22 00:36:24 PDT 2009,NO_QUERY,KeyzFabLife,@bskeete87 oooo she would really feel beat &quot;double teamd&quot; n 1 nite..imma save ths 1..jus kno i gt it 4 u   @KeiaRose now i gt u back! lol
619910,0,2228138137,Thu Jun 18 14:04:00 PDT 2009,NO_QUERY,VanityReign,y0 i tried to DM you but u aint follow bacK 
1075516,4,1967210182,Fri May 29 19:10:04 PDT 2009,NO_QUERY,jenna218,@Sarah_rose  I will dm you tomorrow with it when i get to a computer. On my phone now.
1390335,4,2053209194,Sat Jun 06 03:42:09 PDT 2009,NO_QUERY,mezzalaneous,Looking forward to steamboat with the chums tonight! 
1161530,4,1979514354,Sun May 31 03:22:43 PDT 2009,NO_QUERY,Mar_84,"Work, work, work... But I like it  The weather is fab, nice guests and I'm gonna work on my tan this afternoon.. Life's good!"
182204,0,1967085240,Fri May 29 18:56:53 PDT 2009,NO_QUERY,shadowshamrock,"hates being in between sizes  Not in the I'm dieting way, the difference between my age and what's appropriate for work :/"
706120,0,2256590992,Sat Jun 20 13:00:26 PDT 2009,NO_QUERY,mikolahuk,"is feeling disappointed for the first time, hmmmm........  "
613362,0,2225338207,Thu Jun 18 10:35:54 PDT 2009,NO_QUERY,VerdyBaby,Ugh i cant take this shit no more!  Im so tired!
427050,0,2063660190,Sun Jun 07 03:34:07 PDT 2009,NO_QUERY,iamrisi,God! Sunday morning's are soooooooooo boring! 
1249884,4,1996173962,Mon Jun 01 14:39:07 PDT 2009,NO_QUERY,PinkNinjaRanger,"is watching heroes with jeanelle. im catching on to it but still somewhat confused. oh well ill get it evenutally, "
295025,0,1996759456,Mon Jun 01 15:38:28 PDT 2009,NO_QUERY,laurencailin,just got a fly out of my room and now theres a dragonfly 
1248361,4,1995808520,Mon Jun 01 14:04:45 PDT 2009,NO_QUERY,DestinyTrack42,"@AshRockJones in the process of figuring out when to come to LA. Hopefully in July!!! &amp; Yes girl, all of my students are Mexican "
979823,4,1833965499,Mon May 18 01:06:49 PDT 2009,NO_QUERY,SilvioStefano,"My Chinese friend T-hin (probably spelt wrong) named me Sil, Shun Lei (Sil being surname but said first), Lei pronounced 'Loy' "
1010664,4,1881021759,Fri May 22 03:19:45 PDT 2009,NO_QUERY,rajamanohar,being dumped by my partner! 
1088948,4,1969651638,Sat May 30 00:44:41 PDT 2009,NO_QUERY,kjerstia,just got a good 8 hours sleep. MUCH needed. Feels awesome to actually have rested 
430478,0,2064339747,Sun Jun 07 05:59:33 PDT 2009,NO_QUERY,uwbadgerkelly,Up and at 'em.  Still have a cold.  
1574641,4,2189268717,Mon Jun 15 23:38:16 PDT 2009,NO_QUERY,GodFirst08,"@CaitlinCrosby I love twitterfon because it's really easy to use, but there are so many that it just depends on what you're looking for! "
619682,0,2228049463,Thu Jun 18 13:57:34 PDT 2009,NO_QUERY,neurotik_nurse,"@jakXcore haha, i do that already w/ strangers it seems.  makes me miss yahoo chats."
1535229,4,2178957336,Mon Jun 15 08:26:44 PDT 2009,NO_QUERY,Kromm,@katkins1982 Hard to go walkies with no paws 
481578,0,2179688141,Mon Jun 15 09:26:49 PDT 2009,NO_QUERY,itsliambitch,"@rosscopping HAHA ict catchup session = Fail.  Im shit bored, I have a migrane  and Im waiting for my new o2 blackberry sim to arrive "
437973,0,2066056823,Sun Jun 07 09:48:25 PDT 2009,NO_QUERY,stratosphear,@merlinrules Don't you mean  ?
1340359,4,2030213225,Thu Jun 04 08:02:50 PDT 2009,NO_QUERY,borwick,@salsb No I will not say how I voted. 
1537932,4,2179750449,Mon Jun 15 09:31:55 PDT 2009,NO_QUERY,MarkTheHeroic,"Fuck yeah, after I get a grand for the down payment I have myself an 07 Scion tC  time to go pick up an old drumset from a friend to sell!"
1315342,4,2014021618,Wed Jun 03 00:13:54 PDT 2009,NO_QUERY,Tsjies,Looking at Google Waves. Quite impressive. You do need some time though. And sound   http://tinyurl.com/lnvajc
1059313,4,1963178771,Fri May 29 12:19:31 PDT 2009,NO_QUERY,VAinParadise,@JohnLusher Hope you had an AWESOME Birthday today! 
66018,0,1691298951,Sun May 03 17:32:58 PDT 2009,NO_QUERY,Ihateyou24,being pissed offf at my brothers gf!! 
1368035,4,2050528167,Fri Jun 05 18:49:54 PDT 2009,NO_QUERY,kainolan,"@jacaye I can tell you that it was not me, I drive a silver SUV, oh yeah, and I live a million miles away.  Luv ya cuz "
1267695,4,1999910161,Mon Jun 01 21:02:48 PDT 2009,NO_QUERY,MagicDandelions,@acornsandoaks Thanks! They combine 2 of my biggest passions- crafting and cloth diapers.  #clothdiapers
1475859,4,2065992503,Sun Jun 07 09:41:04 PDT 2009,NO_QUERY,hollyalyxfinch,New little home ready for either Yoshi or Gandalf   http://twitpic.com/6u4u8
156712,0,1956176984,Thu May 28 21:20:18 PDT 2009,NO_QUERY,Jeanopiano,watching a really big storm blow over our baby trees. 
1221218,4,1990132826,Mon Jun 01 03:59:08 PDT 2009,NO_QUERY,britta_mas,I feel pretty pro. Right now  i think its the flats .  23days&lt;3
1065723,4,1964991606,Fri May 29 15:08:54 PDT 2009,NO_QUERY,SrtaGonzalez,My dad is coming back home!! YIEY!!  
1516587,4,2175737095,Mon Jun 15 01:51:01 PDT 2009,NO_QUERY,lysender,@petixe Wow that's a nice article. I wish there is a like button in twitter. 
919110,4,1753760511,Sun May 10 03:18:08 PDT 2009,NO_QUERY,melanietaylor01,@Katie_McFlyy FINALY MY CHANCE HAS CAME. . TO KILL YOU MWAHAHA! ha. not cool. .  ha  xx
1266222,4,1999609534,Mon Jun 01 20:30:57 PDT 2009,NO_QUERY,RichardKlaiss,just got home from work. blahh. bed soon 
850028,4,1565295684,Mon Apr 20 06:24:36 PDT 2009,NO_QUERY,dcummins,we didn't start the flame war.. http://is.gd/trVJ 
548251,0,2202313499,Tue Jun 16 21:35:11 PDT 2009,NO_QUERY,FabMissK,"@j_a_m_e_s_o_n LOL. Well, I'm always home (in the middle of nowhere) alone at night and I get freaked out easily. "
313394,0,2001742430,Tue Jun 02 01:55:11 PDT 2009,NO_QUERY,_amberlovely,i'm pooping myself at the thought of re. how am i supposed to write three essays in an hour and a half   
146281,0,1882438988,Fri May 22 06:52:28 PDT 2009,NO_QUERY,sara_kim,"@pat_tricks ah just a friend, he is refusing to like my hair  x"
1474595,4,2065765234,Sun Jun 07 09:14:45 PDT 2009,NO_QUERY,ImaniLust,@DaTaJoKaH it aint early lol...im doing great sweetie tks  how u?
412029,0,2060254534,Sat Jun 06 18:33:24 PDT 2009,NO_QUERY,MichelleBanzer,Another zipper in the zipper graveyard..  The zipper I bought earlier wasn't long enough.. time to go find one that will work better
423589,0,2062906412,Sun Jun 07 00:41:58 PDT 2009,NO_QUERY,BabyBeej,Studying on the last Saturday before school's out 
937860,4,1793312281,Thu May 14 02:12:09 PDT 2009,NO_QUERY,amy_oh8,@MissKatiePrice Loved you and Peter together. Hope everythings okay &amp; the kids are good. 
295245,0,1996816360,Mon Jun 01 15:44:36 PDT 2009,NO_QUERY,GrumpyWookie,@Nilcraban Have they said they WON'T do a Zune HD for Aus ??   Or just &quot;no info / announcement&quot; ??     I'm guessing *NO*...   
1444362,4,2062251262,Sat Jun 06 22:43:07 PDT 2009,NO_QUERY,davidismyangel,@PaolaDarelli Oh wow you lucky girl! That's so awesome you had that!! And yayy for David! 
1494476,4,2069711916,Sun Jun 07 16:23:14 PDT 2009,NO_QUERY,VahNessah,Going to visit @alexmichaelmora at work... then Sunday dinner 
1385121,4,2052719668,Sat Jun 06 01:45:29 PDT 2009,NO_QUERY,themonkeyboy,@howtobefrench Check out @melbpubcrawl 
694000,0,2252879199,Sat Jun 20 07:10:19 PDT 2009,NO_QUERY,lordgytrash,"River Cottage Canteen for lunch today. Food good, service poor. Least impressive visit so far "
1208521,4,1988828982,Sun May 31 23:29:49 PDT 2009,NO_QUERY,reneecolette,@marcvanderchijs  hey Mark - can you follow me so i can direct message you? thanks 
388517,0,2054250986,Sat Jun 06 06:55:55 PDT 2009,NO_QUERY,bawsaw,"Some people just have to learn by experience. They can't, won't, or don't hear repeat'd warnings.  *DANGER*"
423377,0,2062859767,Sun Jun 07 00:32:30 PDT 2009,NO_QUERY,UKWorkFromHome,Were did the UK summer go? horrible weather atm 
79637,0,1751940692,Sat May 09 20:39:15 PDT 2009,NO_QUERY,Starstruck2009,I miss college....already....  
370660,0,2050197756,Fri Jun 05 18:14:31 PDT 2009,NO_QUERY,screwyoupunkass,I'm very lazy to get up my head from my fluffy pillow 
461599,0,2174488732,Sun Jun 14 22:39:34 PDT 2009,NO_QUERY,fromthestars,@lostbutyourfool Not awesome. 
392643,0,2055197679,Sat Jun 06 08:53:01 PDT 2009,NO_QUERY,amberfallwell,getting ready for LAYLAS GRADUATION....praying to get better now so I can enjoy it.... missed training this morning. 
684720,0,2250593677,Sat Jun 20 00:56:58 PDT 2009,NO_QUERY,dearkaylax,A tear just fell out of my eye. MAKE ME STOP. I am such a girl right now 
298681,0,1997766699,Mon Jun 01 17:25:18 PDT 2009,NO_QUERY,Biddy,Okay. Soooooo.... UK general election October? want to be home for that. Scary goal. Need scary goals. Need job 
215884,0,1975581472,Sat May 30 15:27:44 PDT 2009,NO_QUERY,hildipineda,I need my bed. Missed my flight &amp; I'm sick 
