,postId,Score,userId,ViewCount,CommentCount,Reputation,Views,UpVotes,DownVotes,outlier_col
11364,103571,3,919,0,2,87393,20932,11273,779,Reputation
11365,103707,4,919,0,8,87393,20932,11273,779,Reputation
11366,103720,2,919,0,0,87393,20932,11273,779,Reputation
11367,104010,2,919,0,6,87393,20932,11273,779,Reputation
11368,104018,10,919,0,5,87393,20932,11273,779,Reputation
11369,104177,6,919,0,1,87393,20932,11273,779,Reputation
11370,104189,4,919,0,1,87393,20932,11273,779,Reputation
11371,104226,3,919,0,1,87393,20932,11273,779,Reputation
11372,104230,2,919,0,2,87393,20932,11273,779,Reputation
11373,104301,2,919,0,0,87393,20932,11273,779,Reputation
11374,104315,3,919,0,0,87393,20932,11273,779,Reputation
11375,104570,4,919,0,1,87393,20932,11273,779,Reputation
11376,104718,5,919,0,1,87393,20932,11273,779,Reputation
11377,104724,5,919,0,0,87393,20932,11273,779,Reputation
11378,104808,5,919,0,2,87393,20932,11273,779,Reputation
11379,105421,3,919,0,6,87393,20932,11273,779,Reputation
11380,105464,7,919,0,3,87393,20932,11273,779,Reputation
11381,105535,8,919,0,1,87393,20932,11273,779,Reputation
11382,105553,6,919,0,2,87393,20932,11273,779,Reputation
11383,105677,4,919,0,0,87393,20932,11273,779,Reputation
11384,105734,5,919,0,3,87393,20932,11273,779,Reputation
11385,105965,2,919,0,4,87393,20932,11273,779,Reputation
11386,106002,3,919,0,0,87393,20932,11273,779,Reputation
11387,106083,5,919,0,0,87393,20932,11273,779,Reputation
11388,106251,9,919,0,2,87393,20932,11273,779,Reputation
11389,106352,4,919,0,2,87393,20932,11273,779,Reputation
11390,106372,1,919,0,3,87393,20932,11273,779,Reputation
11391,107466,3,919,0,1,87393,20932,11273,779,Reputation
11392,107519,3,919,0,0,87393,20932,11273,779,Reputation
11393,107612,6,919,0,0,87393,20932,11273,779,Reputation
11394,107660,3,919,0,2,87393,20932,11273,779,Reputation
11395,107937,5,919,0,1,87393,20932,11273,779,Reputation
11396,108045,3,919,0,0,87393,20932,11273,779,Reputation
11397,108090,4,919,0,3,87393,20932,11273,779,Reputation
11398,108191,3,919,0,1,87393,20932,11273,779,Reputation
11399,108220,3,919,0,1,87393,20932,11273,779,Reputation
11400,108423,6,919,0,0,87393,20932,11273,779,Reputation
11401,108713,7,919,0,3,87393,20932,11273,779,Reputation
11402,108756,4,919,0,0,87393,20932,11273,779,Reputation
11403,108862,8,919,0,2,87393,20932,11273,779,Reputation
11404,109457,3,919,0,7,87393,20932,11273,779,Reputation
11405,109461,6,919,0,1,87393,20932,11273,779,Reputation
11406,109476,8,919,0,6,87393,20932,11273,779,Reputation
11407,109839,6,919,0,3,87393,20932,11273,779,Reputation
11408,109871,3,919,0,4,87393,20932,11273,779,Reputation
11409,109891,2,919,0,3,87393,20932,11273,779,Reputation
11410,109916,5,919,0,3,87393,20932,11273,779,Reputation
11411,110200,4,919,0,1,87393,20932,11273,779,Reputation
11412,110221,4,919,0,0,87393,20932,11273,779,Reputation
11413,110420,12,919,0,0,87393,20932,11273,779,Reputation
11414,111114,3,919,0,3,87393,20932,11273,779,Reputation
11415,111212,4,919,0,1,87393,20932,11273,779,Reputation
11416,111734,6,919,0,2,87393,20932,11273,779,Reputation
11417,111931,1,919,0,0,87393,20932,11273,779,Reputation
11418,112352,6,919,0,2,87393,20932,11273,779,Reputation
11419,112358,4,919,0,0,87393,20932,11273,779,Reputation
11420,112391,5,919,0,5,87393,20932,11273,779,Reputation
11421,112525,3,919,0,0,87393,20932,11273,779,Reputation
11422,112671,3,919,0,0,87393,20932,11273,779,Reputation
11423,112906,2,919,0,0,87393,20932,11273,779,Reputation
11424,112918,4,919,0,1,87393,20932,11273,779,Reputation
11425,112959,5,919,0,1,87393,20932,11273,779,Reputation
11426,113207,7,919,0,3,87393,20932,11273,779,Reputation
11427,113209,3,919,0,2,87393,20932,11273,779,Reputation
11428,113335,13,919,0,6,87393,20932,11273,779,Reputation
11429,113353,4,919,0,4,87393,20932,11273,779,Reputation
11430,113662,4,919,0,3,87393,20932,11273,779,Reputation
11431,114238,5,919,0,10,87393,20932,11273,779,Reputation
11432,114363,4,919,0,2,87393,20932,11273,779,Reputation
11433,114383,4,919,0,0,87393,20932,11273,779,Reputation
11434,114477,3,919,0,0,87393,20932,11273,779,Reputation
11435,114491,7,919,0,0,87393,20932,11273,779,Reputation
11436,114608,4,919,0,3,87393,20932,11273,779,Reputation
11437,114620,32,919,0,17,87393,20932,11273,779,Reputation
11438,114900,2,919,0,0,87393,20932,11273,779,Reputation
11555,1856,10,930,1192,2,31170,5529,10523,214,Reputation
11556,1885,5,930,0,1,31170,5529,10523,214,Reputation
11557,1887,19,930,0,1,31170,5529,10523,214,Reputation
11558,1888,8,930,0,3,31170,5529,10523,214,Reputation
11559,1989,2,930,0,0,31170,5529,10523,214,Reputation
11560,1990,4,930,0,0,31170,5529,10523,214,Reputation
11561,2013,6,930,0,5,31170,5529,10523,214,Reputation
11562,2040,9,930,0,0,31170,5529,10523,214,Reputation
11563,2042,20,930,0,0,31170,5529,10523,214,Reputation
11564,2043,5,930,0,0,31170,5529,10523,214,Reputation
11565,2051,1,930,0,0,31170,5529,10523,214,Reputation
11566,2112,6,930,0,9,31170,5529,10523,214,Reputation
11567,2115,6,930,0,1,31170,5529,10523,214,Reputation
11568,2117,5,930,0,1,31170,5529,10523,214,Reputation
11569,2133,5,930,0,0,31170,5529,10523,214,Reputation
11570,2136,8,930,0,3,31170,5529,10523,214,Reputation
11571,2137,8,930,0,1,31170,5529,10523,214,Reputation
11572,2155,22,930,0,1,31170,5529,10523,214,Reputation
11573,2156,2,930,0,0,31170,5529,10523,214,Reputation
11574,2160,1,930,0,0,31170,5529,10523,214,Reputation
11575,2178,5,930,0,0,31170,5529,10523,214,Reputation
11576,2186,8,930,0,4,31170,5529,10523,214,Reputation
11577,2188,8,930,0,0,31170,5529,10523,214,Reputation
11578,2196,5,930,0,0,31170,5529,10523,214,Reputation
11579,2233,9,930,0,0,31170,5529,10523,214,Reputation
11580,2250,6,930,0,2,31170,5529,10523,214,Reputation
11581,2257,2,930,0,2,31170,5529,10523,214,Reputation
11582,2265,4,930,0,2,31170,5529,10523,214,Reputation
11583,2267,3,930,0,0,31170,5529,10523,214,Reputation
11584,2274,1,930,0,1,31170,5529,10523,214,Reputation
11585,2305,4,930,0,0,31170,5529,10523,214,Reputation
11586,2307,23,930,0,4,31170,5529,10523,214,Reputation
11587,2347,11,930,0,0,31170,5529,10523,214,Reputation
11588,2360,17,930,0,0,31170,5529,10523,214,Reputation
11589,2361,3,930,0,0,31170,5529,10523,214,Reputation
11590,2371,5,930,0,1,31170,5529,10523,214,Reputation
11591,2375,18,930,0,2,31170,5529,10523,214,Reputation
11592,2409,16,930,0,1,31170,5529,10523,214,Reputation
11593,2421,9,930,0,3,31170,5529,10523,214,Reputation
11594,2424,7,930,0,2,31170,5529,10523,214,Reputation
11595,2472,10,930,0,1,31170,5529,10523,214,Reputation
11596,2536,19,930,0,0,31170,5529,10523,214,Reputation
11597,2538,5,930,0,5,31170,5529,10523,214,Reputation
11598,2561,6,930,0,2,31170,5529,10523,214,Reputation
11599,2562,11,930,0,0,31170,5529,10523,214,Reputation
11600,2578,3,930,0,0,31170,5529,10523,214,Reputation
11601,2593,7,930,0,0,31170,5529,10523,214,Reputation
11602,2596,7,930,0,0,31170,5529,10523,214,Reputation
11603,2600,0,930,0,0,31170,5529,10523,214,Reputation
11604,2601,0,930,0,0,31170,5529,10523,214,Reputation
11605,2610,11,930,0,2,31170,5529,10523,214,Reputation
11606,2612,7,930,0,3,31170,5529,10523,214,Reputation
11607,2616,0,930,0,0,31170,5529,10523,214,Reputation
11608,2653,4,930,0,1,31170,5529,10523,214,Reputation
11609,2665,11,930,0,0,31170,5529,10523,214,Reputation
11610,2715,52,930,3082,0,31170,5529,10523,214,Reputation
11611,2727,12,930,0,0,31170,5529,10523,214,Reputation
11612,2732,13,930,0,2,31170,5529,10523,214,Reputation
11613,2747,4,930,0,0,31170,5529,10523,214,Reputation
11614,2749,2,930,0,2,31170,5529,10523,214,Reputation
11615,2752,3,930,0,1,31170,5529,10523,214,Reputation
11616,2773,6,930,0,0,31170,5529,10523,214,Reputation
11617,2774,8,930,0,0,31170,5529,10523,214,Reputation
11618,2776,0,930,0,0,31170,5529,10523,214,Reputation
11619,2781,13,930,0,5,31170,5529,10523,214,Reputation
11620,2822,21,930,0,7,31170,5529,10523,214,Reputation
11621,2834,10,930,0,5,31170,5529,10523,214,Reputation
11622,2847,3,930,0,2,31170,5529,10523,214,Reputation
11623,2848,2,930,0,1,31170,5529,10523,214,Reputation
11624,2850,5,930,0,0,31170,5529,10523,214,Reputation
11625,2857,1,930,0,0,31170,5529,10523,214,Reputation
11626,2887,11,930,0,0,31170,5529,10523,214,Reputation
11627,2910,61,930,7644,0,31170,5529,10523,214,Reputation
11628,2952,5,930,0,3,31170,5529,10523,214,Reputation
11629,2955,3,930,0,0,31170,5529,10523,214,Reputation
11630,2982,8,930,1468,0,31170,5529,10523,214,Reputation
11631,3010,7,930,0,2,31170,5529,10523,214,Reputation
11632,3093,2,930,0,5,31170,5529,10523,214,Reputation
11633,3094,2,930,0,0,31170,5529,10523,214,Reputation
11634,3104,9,930,1431,0,31170,5529,10523,214,Reputation
11635,3127,7,930,0,0,31170,5529,10523,214,Reputation
11636,3135,8,930,0,0,31170,5529,10523,214,Reputation
11637,3174,8,930,0,2,31170,5529,10523,214,Reputation
11638,3183,2,930,0,2,31170,5529,10523,214,Reputation
11639,3191,61,930,0,10,31170,5529,10523,214,Reputation
11640,3202,26,930,0,8,31170,5529,10523,214,Reputation
11641,3247,17,930,0,6,31170,5529,10523,214,Reputation
11642,3252,19,930,1172,4,31170,5529,10523,214,Reputation
11643,3259,16,930,1492,4,31170,5529,10523,214,Reputation
11644,3264,10,930,0,4,31170,5529,10523,214,Reputation
11645,3278,15,930,0,9,31170,5529,10523,214,Reputation
11646,3280,3,930,0,0,31170,5529,10523,214,Reputation
11647,3285,4,930,0,3,31170,5529,10523,214,Reputation
11648,3293,4,930,0,4,31170,5529,10523,214,Reputation
11649,3298,12,930,0,0,31170,5529,10523,214,Reputation
11650,3311,11,930,0,2,31170,5529,10523,214,Reputation
11651,3315,2,930,0,0,31170,5529,10523,214,Reputation
11652,3363,18,930,0,3,31170,5529,10523,214,Reputation
11653,3365,3,930,0,6,31170,5529,10523,214,Reputation
11654,3367,6,930,0,0,31170,5529,10523,214,Reputation
11655,3370,8,930,0,0,31170,5529,10523,214,Reputation
11656,3371,21,930,0,3,31170,5529,10523,214,Reputation
11657,3394,6,930,0,1,31170,5529,10523,214,Reputation
11658,3411,8,930,0,3,31170,5529,10523,214,Reputation
11659,3415,9,930,0,0,31170,5529,10523,214,Reputation
11660,3441,2,930,0,0,31170,5529,10523,214,Reputation
11661,3442,15,930,0,0,31170,5529,10523,214,Reputation
11662,3448,1,930,0,7,31170,5529,10523,214,Reputation
11663,3459,20,930,0,1,31170,5529,10523,214,Reputation
11664,3467,19,930,0,0,31170,5529,10523,214,Reputation
11665,3475,5,930,0,0,31170,5529,10523,214,Reputation
11666,3479,8,930,1068,1,31170,5529,10523,214,Reputation
11667,3506,8,930,0,2,31170,5529,10523,214,Reputation
11668,3508,11,930,0,5,31170,5529,10523,214,Reputation
11669,3536,6,930,0,1,31170,5529,10523,214,Reputation
11670,3546,18,930,0,3,31170,5529,10523,214,Reputation
11671,3566,17,930,0,3,31170,5529,10523,214,Reputation
11672,3568,7,930,0,0,31170,5529,10523,214,Reputation
11673,3597,17,930,0,8,31170,5529,10523,214,Reputation
11674,3612,6,930,0,3,31170,5529,10523,214,Reputation
11675,3629,5,930,0,1,31170,5529,10523,214,Reputation
11676,3663,8,930,0,0,31170,5529,10523,214,Reputation
11677,3667,5,930,0,0,31170,5529,10523,214,Reputation
11678,3673,5,930,0,2,31170,5529,10523,214,Reputation
11679,3677,2,930,0,0,31170,5529,10523,214,Reputation
11680,3692,21,930,0,0,31170,5529,10523,214,Reputation
11681,3716,26,930,0,0,31170,5529,10523,214,Reputation
11682,3764,3,930,0,0,31170,5529,10523,214,Reputation
11683,3766,4,930,0,9,31170,5529,10523,214,Reputation
11684,3796,4,930,0,2,31170,5529,10523,214,Reputation
11685,3798,11,930,0,6,31170,5529,10523,214,Reputation
11686,3812,6,930,0,2,31170,5529,10523,214,Reputation
11687,3823,25,930,0,5,31170,5529,10523,214,Reputation
11688,3824,17,930,0,2,31170,5529,10523,214,Reputation
11689,3827,8,930,0,5,31170,5529,10523,214,Reputation
11690,3834,2,930,0,0,31170,5529,10523,214,Reputation
11691,3843,9,930,0,0,31170,5529,10523,214,Reputation
11692,3861,6,930,0,0,31170,5529,10523,214,Reputation
11693,3889,4,930,0,0,31170,5529,10523,214,Reputation
11694,3912,13,930,0,7,31170,5529,10523,214,Reputation
11695,3916,7,930,0,4,31170,5529,10523,214,Reputation
11696,3922,20,930,0,1,31170,5529,10523,214,Reputation
11697,3946,18,930,0,1,31170,5529,10523,214,Reputation
11698,3959,5,930,0,0,31170,5529,10523,214,Reputation
11699,3986,12,930,0,4,31170,5529,10523,214,Reputation
11700,3987,4,930,0,6,31170,5529,10523,214,Reputation
11701,3993,10,930,0,8,31170,5529,10523,214,Reputation
11702,4016,9,930,0,0,31170,5529,10523,214,Reputation
11703,4024,5,930,0,2,31170,5529,10523,214,Reputation
11704,4060,4,930,0,0,31170,5529,10523,214,Reputation
11705,4076,7,930,0,0,31170,5529,10523,214,Reputation
11706,4092,23,930,0,3,31170,5529,10523,214,Reputation
11707,4094,9,930,0,0,31170,5529,10523,214,Reputation
11708,4170,6,930,0,0,31170,5529,10523,214,Reputation
11709,4183,22,930,0,1,31170,5529,10523,214,Reputation
11710,4202,14,930,0,0,31170,5529,10523,214,Reputation
11711,4213,14,930,0,2,31170,5529,10523,214,Reputation
11712,4237,5,930,0,0,31170,5529,10523,214,Reputation
11713,4242,17,930,0,1,31170,5529,10523,214,Reputation
11714,4274,27,930,0,2,31170,5529,10523,214,Reputation
11715,4289,5,930,0,1,31170,5529,10523,214,Reputation
11716,4322,9,930,0,0,31170,5529,10523,214,Reputation
11717,4342,13,930,0,0,31170,5529,10523,214,Reputation
11718,4389,8,930,0,0,31170,5529,10523,214,Reputation
11719,4397,8,930,0,0,31170,5529,10523,214,Reputation
11720,4402,1,930,0,1,31170,5529,10523,214,Reputation
11721,4405,7,930,0,1,31170,5529,10523,214,Reputation
11722,4410,7,930,0,0,31170,5529,10523,214,Reputation
11723,4414,1,930,0,0,31170,5529,10523,214,Reputation
11724,4435,8,930,0,0,31170,5529,10523,214,Reputation
11725,4439,3,930,0,2,31170,5529,10523,214,Reputation
11726,4440,5,930,0,0,31170,5529,10523,214,Reputation
11727,4455,1,930,0,3,31170,5529,10523,214,Reputation
11728,4477,7,930,0,0,31170,5529,10523,214,Reputation
11729,4503,7,930,0,1,31170,5529,10523,214,Reputation
11730,4504,4,930,0,0,31170,5529,10523,214,Reputation
11731,4505,6,930,0,0,31170,5529,10523,214,Reputation
11732,4534,8,930,0,6,31170,5529,10523,214,Reputation
11733,4536,6,930,0,0,31170,5529,10523,214,Reputation
11734,4541,4,930,0,1,31170,5529,10523,214,Reputation
11735,4549,12,930,0,6,31170,5529,10523,214,Reputation
11736,4554,7,930,0,1,31170,5529,10523,214,Reputation
11737,4577,6,930,0,1,31170,5529,10523,214,Reputation
11738,4581,6,930,0,0,31170,5529,10523,214,Reputation
11739,4614,5,930,0,1,31170,5529,10523,214,Reputation
11740,4615,7,930,0,2,31170,5529,10523,214,Reputation
11741,4638,3,930,0,0,31170,5529,10523,214,Reputation
11742,4669,3,930,0,0,31170,5529,10523,214,Reputation
11743,4696,3,930,0,0,31170,5529,10523,214,Reputation
11744,4705,2,930,0,1,31170,5529,10523,214,Reputation
11745,4706,3,930,0,1,31170,5529,10523,214,Reputation
11746,4824,9,930,0,0,31170,5529,10523,214,Reputation
11747,4846,4,930,0,0,31170,5529,10523,214,Reputation
11748,4866,3,930,0,0,31170,5529,10523,214,Reputation
11749,4867,3,930,0,0,31170,5529,10523,214,Reputation
11750,4879,2,930,0,4,31170,5529,10523,214,Reputation
11751,4931,7,930,0,2,31170,5529,10523,214,Reputation
11752,4933,4,930,0,0,31170,5529,10523,214,Reputation
11753,4935,3,930,0,2,31170,5529,10523,214,Reputation
11754,4940,12,930,0,0,31170,5529,10523,214,Reputation
11755,4965,18,930,0,6,31170,5529,10523,214,Reputation
11756,5076,7,930,0,3,31170,5529,10523,214,Reputation
11757,5080,16,930,0,1,31170,5529,10523,214,Reputation
11758,5130,13,930,0,0,31170,5529,10523,214,Reputation
11759,5134,1,930,0,0,31170,5529,10523,214,Reputation
11760,5146,6,930,0,2,31170,5529,10523,214,Reputation
11761,5161,3,930,0,1,31170,5529,10523,214,Reputation
11762,5162,4,930,0,4,31170,5529,10523,214,Reputation
11763,5164,9,930,0,0,31170,5529,10523,214,Reputation
11764,5168,10,930,0,3,31170,5529,10523,214,Reputation
11765,5209,8,930,0,0,31170,5529,10523,214,Reputation
11766,5216,4,930,0,3,31170,5529,10523,214,Reputation
11767,5258,7,930,0,2,31170,5529,10523,214,Reputation
11768,5277,7,930,0,0,31170,5529,10523,214,Reputation
11769,5280,41,930,0,3,31170,5529,10523,214,Reputation
11770,5298,5,930,0,0,31170,5529,10523,214,Reputation
11771,5320,19,930,0,1,31170,5529,10523,214,Reputation
11772,5341,2,930,0,0,31170,5529,10523,214,Reputation
11773,5345,35,930,0,5,31170,5529,10523,214,Reputation
11774,5365,6,930,0,2,31170,5529,10523,214,Reputation
11775,5385,7,930,0,0,31170,5529,10523,214,Reputation
11776,5398,12,930,0,4,31170,5529,10523,214,Reputation
11777,5468,5,930,0,2,31170,5529,10523,214,Reputation
11778,5509,4,930,0,6,31170,5529,10523,214,Reputation
11779,5526,11,930,0,2,31170,5529,10523,214,Reputation
11780,5557,5,930,0,3,31170,5529,10523,214,Reputation
11781,5561,4,930,0,1,31170,5529,10523,214,Reputation
11782,5621,4,930,0,1,31170,5529,10523,214,Reputation
11783,5662,8,930,0,10,31170,5529,10523,214,Reputation
11784,5667,11,930,0,0,31170,5529,10523,214,Reputation
11785,5670,5,930,0,5,31170,5529,10523,214,Reputation
11786,5763,6,930,0,2,31170,5529,10523,214,Reputation
11787,5777,35,930,0,2,31170,5529,10523,214,Reputation
11788,5793,4,930,0,3,31170,5529,10523,214,Reputation
11789,5838,5,930,0,1,31170,5529,10523,214,Reputation
11790,5849,6,930,0,8,31170,5529,10523,214,Reputation
11791,5861,11,930,0,5,31170,5529,10523,214,Reputation
11792,5888,12,930,0,0,31170,5529,10523,214,Reputation
11793,5889,7,930,0,0,31170,5529,10523,214,Reputation
11794,5920,8,930,0,0,31170,5529,10523,214,Reputation
11795,5998,12,930,0,0,31170,5529,10523,214,Reputation
11796,5999,3,930,0,0,31170,5529,10523,214,Reputation
11797,6001,6,930,0,0,31170,5529,10523,214,Reputation
11798,6007,3,930,0,2,31170,5529,10523,214,Reputation
11799,6023,7,930,0,0,31170,5529,10523,214,Reputation
11800,6028,12,930,0,5,31170,5529,10523,214,Reputation
11801,6031,5,930,0,1,31170,5529,10523,214,Reputation
11802,6036,8,930,0,1,31170,5529,10523,214,Reputation
11803,6124,4,930,0,1,31170,5529,10523,214,Reputation
11804,6157,9,930,0,2,31170,5529,10523,214,Reputation
11805,6162,2,930,0,1,31170,5529,10523,214,Reputation
11806,6237,2,930,0,1,31170,5529,10523,214,Reputation
11807,6311,12,930,0,4,31170,5529,10523,214,Reputation
11808,6376,11,930,0,0,31170,5529,10523,214,Reputation
11809,6398,3,930,0,0,31170,5529,10523,214,Reputation
11810,6456,7,930,0,0,31170,5529,10523,214,Reputation
11811,6465,13,930,0,1,31170,5529,10523,214,Reputation
11812,6485,12,930,0,2,31170,5529,10523,214,Reputation
11813,6511,13,930,0,3,31170,5529,10523,214,Reputation
11814,6610,23,930,0,6,31170,5529,10523,214,Reputation
11815,6612,3,930,0,0,31170,5529,10523,214,Reputation
11816,6615,6,930,0,2,31170,5529,10523,214,Reputation
11817,6790,4,930,0,0,31170,5529,10523,214,Reputation
11818,6893,8,930,0,0,31170,5529,10523,214,Reputation
11819,7109,2,930,0,0,31170,5529,10523,214,Reputation
11820,7125,6,930,0,0,31170,5529,10523,214,Reputation
11821,7138,5,930,0,0,31170,5529,10523,214,Reputation
11822,7346,0,930,0,4,31170,5529,10523,214,Reputation
11823,7369,4,930,0,1,31170,5529,10523,214,Reputation
11824,7413,4,930,0,0,31170,5529,10523,214,Reputation
11825,7414,8,930,0,1,31170,5529,10523,214,Reputation
11826,7416,7,930,0,0,31170,5529,10523,214,Reputation
11827,7490,6,930,0,0,31170,5529,10523,214,Reputation
11828,7650,5,930,0,3,31170,5529,10523,214,Reputation
11829,7658,8,930,0,4,31170,5529,10523,214,Reputation
11830,7672,6,930,0,1,31170,5529,10523,214,Reputation
11831,7674,13,930,0,3,31170,5529,10523,214,Reputation
11832,7692,2,930,0,0,31170,5529,10523,214,Reputation
11833,7911,22,930,0,13,31170,5529,10523,214,Reputation
11834,7953,17,930,0,2,31170,5529,10523,214,Reputation
11835,8034,6,930,0,1,31170,5529,10523,214,Reputation
11836,8139,2,930,0,0,31170,5529,10523,214,Reputation
11837,8211,6,930,0,0,31170,5529,10523,214,Reputation
11838,8245,20,930,0,1,31170,5529,10523,214,Reputation
11839,8247,17,930,0,7,31170,5529,10523,214,Reputation
11840,8255,12,930,0,1,31170,5529,10523,214,Reputation
11841,8376,6,930,0,2,31170,5529,10523,214,Reputation
11842,8424,1,930,0,5,31170,5529,10523,214,Reputation
11843,8593,9,930,0,4,31170,5529,10523,214,Reputation
11844,8687,7,930,0,8,31170,5529,10523,214,Reputation
11845,8727,2,930,0,6,31170,5529,10523,214,Reputation
11846,8780,9,930,0,4,31170,5529,10523,214,Reputation
11847,8966,5,930,0,0,31170,5529,10523,214,Reputation
11848,8976,15,930,0,2,31170,5529,10523,214,Reputation
11849,8979,3,930,0,0,31170,5529,10523,214,Reputation
11850,9037,5,930,0,1,31170,5529,10523,214,Reputation
11851,9054,11,930,0,5,31170,5529,10523,214,Reputation
11852,9082,5,930,0,3,31170,5529,10523,214,Reputation
11853,9094,7,930,0,0,31170,5529,10523,214,Reputation
11854,9096,4,930,0,1,31170,5529,10523,214,Reputation
11855,9126,1,930,0,0,31170,5529,10523,214,Reputation
11856,9194,8,930,0,0,31170,5529,10523,214,Reputation
11857,9197,4,930,0,1,31170,5529,10523,214,Reputation
11858,9326,7,930,0,0,31170,5529,10523,214,Reputation
11859,9368,1,930,0,0,31170,5529,10523,214,Reputation
11860,9369,8,930,0,2,31170,5529,10523,214,Reputation
11861,9394,5,930,0,0,31170,5529,10523,214,Reputation
11862,9480,18,930,0,2,31170,5529,10523,214,Reputation
11863,9511,4,930,0,0,31170,5529,10523,214,Reputation
11864,9523,1,930,0,0,31170,5529,10523,214,Reputation
11865,9606,4,930,0,0,31170,5529,10523,214,Reputation
11866,9698,4,930,0,3,31170,5529,10523,214,Reputation
11867,9700,17,930,0,2,31170,5529,10523,214,Reputation
11868,9787,7,930,0,0,31170,5529,10523,214,Reputation
11869,9808,17,930,0,3,31170,5529,10523,214,Reputation
11870,9862,5,930,0,1,31170,5529,10523,214,Reputation
11871,9878,2,930,0,0,31170,5529,10523,214,Reputation
11872,9944,9,930,0,1,31170,5529,10523,214,Reputation
11873,9960,2,930,0,3,31170,5529,10523,214,Reputation
11874,10004,5,930,0,0,31170,5529,10523,214,Reputation
11875,10083,1,930,0,0,31170,5529,10523,214,Reputation
11876,10170,3,930,0,2,31170,5529,10523,214,Reputation
11877,10172,2,930,0,0,31170,5529,10523,214,Reputation
11878,10176,3,930,0,4,31170,5529,10523,214,Reputation
11879,10349,2,930,0,2,31170,5529,10523,214,Reputation
11880,10456,5,930,0,5,31170,5529,10523,214,Reputation
11881,10473,1,930,0,0,31170,5529,10523,214,Reputation
11882,10502,2,930,0,1,31170,5529,10523,214,Reputation
11883,10572,3,930,0,0,31170,5529,10523,214,Reputation
11884,10677,4,930,0,4,31170,5529,10523,214,Reputation
11885,10741,8,930,0,0,31170,5529,10523,214,Reputation
11886,10759,4,930,0,0,31170,5529,10523,214,Reputation
11887,11179,9,930,0,1,31170,5529,10523,214,Reputation
11888,11195,2,930,0,1,31170,5529,10523,214,Reputation
11889,11196,3,930,0,0,31170,5529,10523,214,Reputation
11890,11211,2,930,0,2,31170,5529,10523,214,Reputation
11891,11230,9,930,0,3,31170,5529,10523,214,Reputation
11892,11274,3,930,0,2,31170,5529,10523,214,Reputation
11893,11312,1,930,0,2,31170,5529,10523,214,Reputation
11894,11314,3,930,0,2,31170,5529,10523,214,Reputation
11895,11342,2,930,0,3,31170,5529,10523,214,Reputation
11896,11379,3,930,0,4,31170,5529,10523,214,Reputation
11897,11392,2,930,0,0,31170,5529,10523,214,Reputation
11898,11424,5,930,0,1,31170,5529,10523,214,Reputation
11899,11442,5,930,0,0,31170,5529,10523,214,Reputation
11900,11475,7,930,0,0,31170,5529,10523,214,Reputation
11901,11477,6,930,0,2,31170,5529,10523,214,Reputation
11902,11479,1,930,0,0,31170,5529,10523,214,Reputation
11903,11534,0,930,0,2,31170,5529,10523,214,Reputation
11904,11540,4,930,0,0,31170,5529,10523,214,Reputation
11905,11558,3,930,0,3,31170,5529,10523,214,Reputation
11906,11572,9,930,0,0,31170,5529,10523,214,Reputation
11907,11589,5,930,0,1,31170,5529,10523,214,Reputation
11908,11625,7,930,0,1,31170,5529,10523,214,Reputation
11909,11627,18,930,0,2,31170,5529,10523,214,Reputation
11910,11640,8,930,0,0,31170,5529,10523,214,Reputation
11911,11642,11,930,0,1,31170,5529,10523,214,Reputation
11912,11665,3,930,0,2,31170,5529,10523,214,Reputation
11913,11702,30,930,0,2,31170,5529,10523,214,Reputation
11914,11720,6,930,0,2,31170,5529,10523,214,Reputation
11915,11732,10,930,0,1,31170,5529,10523,214,Reputation
11916,11846,10,930,0,1,31170,5529,10523,214,Reputation
11917,11902,3,930,0,1,31170,5529,10523,214,Reputation
11918,11928,6,930,0,2,31170,5529,10523,214,Reputation
11919,11939,3,930,0,0,31170,5529,10523,214,Reputation
11920,11951,8,930,0,2,31170,5529,10523,214,Reputation
11921,12089,3,930,0,1,31170,5529,10523,214,Reputation
11922,12102,7,930,0,2,31170,5529,10523,214,Reputation
11923,12108,2,930,0,1,31170,5529,10523,214,Reputation
11924,12292,3,930,0,8,31170,5529,10523,214,Reputation
11925,14116,5,930,0,3,31170,5529,10523,214,Reputation
11926,14144,11,930,0,3,31170,5529,10523,214,Reputation
11927,14460,5,930,0,0,31170,5529,10523,214,Reputation
11928,15267,8,930,0,0,31170,5529,10523,214,Reputation
11929,15317,5,930,0,0,31170,5529,10523,214,Reputation
11930,15416,6,930,0,4,31170,5529,10523,214,Reputation
11931,15417,1,930,0,0,31170,5529,10523,214,Reputation
11932,15720,12,930,0,6,31170,5529,10523,214,Reputation
11933,17344,6,930,0,1,31170,5529,10523,214,Reputation
11934,17743,3,930,0,0,31170,5529,10523,214,Reputation
11935,17931,15,930,0,0,31170,5529,10523,214,Reputation
11936,18189,16,930,0,0,31170,5529,10523,214,Reputation
11937,18191,11,930,0,6,31170,5529,10523,214,Reputation
11938,18240,5,930,0,3,31170,5529,10523,214,Reputation
11939,18347,3,930,0,5,31170,5529,10523,214,Reputation
11940,18441,3,930,0,3,31170,5529,10523,214,Reputation
11941,18516,1,930,0,1,31170,5529,10523,214,Reputation
11942,18646,0,930,0,0,31170,5529,10523,214,Reputation
11943,18647,0,930,0,0,31170,5529,10523,214,Reputation
